levelName,p,cost,tpte,tpt,inctb,tbdxc,tbdxb,prevtb,att,lives,incdeaths,deaths,check,TPT.screened,TPT.asymptomatic,TPT.eligible,TPT.treated,TB.symptoms,TB.evaluated,TB.diagnosed,TB.treated
     ¦   ¦   ¦           ¦       ¦       ¦       ¦   °--survives                ,1-p.cfr.tx,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦       ¦       ¦       °--no TB tx                    ,p.ptltfu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦       ¦       ¦           ¦--dies                    ,p.cfr.notx,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦       ¦       ¦           °--survives                ,1-p.cfr.notx,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦       ¦       °--no TB disease <1yr                  ,1-p.tbdx.1yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦       ¦           °--no TB outcomes                  ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦       ¦               ¦--dies                        ,p.cfr.notb,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦       ¦               °--survives                    ,1-p.cfr.notb,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦       °--Not eligible for TPT                        ,1-soc.frac.eligible.tpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦           ¦--TB disease <1yr                         ,p.tbdx.1yr,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
     ¦   ¦   ¦           ¦           ¦   °--TB outcomes                         ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦           ¦       ¦--TB tx                           ,1-p.ptltfu,c.soc.att,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦           ¦           ¦       ¦   ¦--dies                        ,p.cfr.tx,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦           ¦       ¦   °--survives                    ,1-p.cfr.tx,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦           ¦       °--no TB tx                        ,p.ptltfu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦           ¦           ¦--dies                        ,p.cfr.notx,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦           ¦           °--survives                    ,1-p.cfr.notx,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦           °--no TB disease <1yr                      ,1-p.tbdx.1yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦               °--no TB outcomes                      ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦                   ¦--dies                            ,p.cfr.notb,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           ¦                   °--survives                        ,1-p.cfr.notb,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦           °--Not reassessed at 7 days                            ,(1-soc.frac.clin.clin.dx)*(1-soc.frac.clin.noclin.dx),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   °--Child contact did not reach facility                            ,1-soc.frac.symp.ltfu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
     ¦   °--Asymptomatic child contact                                          ,soc.frac.asymp*(1-soc.frac.symp),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦       °--TPT outcomes                                                    ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦           ¦--Eligible for TPT                                            ,soc.frac.eligible.tpt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦           ¦   ¦--TPT                                                     ,(1-soc.frac.pre.tpt.ltfu),c.soc.tpt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦           ¦   ¦   ¦--TB disease <1yr                                     ,p.tbdx.1yr*tptRR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
     ¦           ¦   ¦   ¦   °--TB outcomes                                     ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦           ¦   ¦   ¦       ¦--TB tx                                       ,1-p.ptltfu,c.soc.att,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
     ¦           ¦   ¦   ¦       ¦   ¦--dies                                    ,p.cfr.tx,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
     ¦           ¦   ¦   ¦       ¦   °--survives                                ,1-p.cfr.tx,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
     ¦           ¦   ¦   ¦       °--no TB tx                                    ,p.ptltfu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦           ¦   ¦   ¦           ¦--dies                                    ,p.cfr.notx,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
     ¦           ¦   ¦   ¦           °--survives                                ,1-p.cfr.notx,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
     ¦           ¦   ¦   °--no TB disease <1yr                                  ,1-p.tbdx.1yr*tptRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦           ¦   ¦       °--no TB outcomes                                  ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦           ¦   ¦           ¦--dies                                        ,p.cfr.notb,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
     ¦           ¦   ¦           °--survives                                    ,1-p.cfr.notb,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
     ¦           ¦   °--no TPT                                                  ,soc.frac.pre.tpt.ltfu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦           ¦       ¦--TB disease <1yr                                     ,p.tbdx.1yr,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
     ¦           ¦       ¦   °--TB outcomes                                     ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦           ¦       ¦       ¦--TB tx                                       ,1-p.ptltfu,c.soc.att,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
     ¦           ¦       ¦       ¦   ¦--dies                                    ,p.cfr.tx,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
     ¦           ¦       ¦       ¦   °--survives                                ,1-p.cfr.tx,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
     ¦           ¦       ¦       °--no TB tx                                    ,p.ptltfu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦           ¦       ¦           ¦--dies                                    ,p.cfr.notx,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
     ¦           ¦       ¦           °--survives                                ,1-p.cfr.notx,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
     ¦           ¦       °--no TB disease <1yr                                  ,1-p.tbdx.1yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦           ¦           °--no TB outcomes                                  ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦           ¦               ¦--dies                                        ,p.cfr.notb,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
     ¦           ¦               °--survives                                    ,1-p.cfr.notb,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
     ¦           °--Not eligible for TPT                                        ,1-soc.frac.eligible.tpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦               ¦--TB disease <1yr                                         ,p.tbdx.1yr,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
     ¦               ¦   °--TB outcomes                                         ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦               ¦       ¦--TB tx                                           ,1-p.ptltfu,c.soc.att,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
     ¦               ¦       ¦   ¦--dies                                        ,p.cfr.tx,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
     ¦               ¦       ¦   °--survives                                    ,1-p.cfr.tx,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
     ¦               ¦       °--no TB tx                                        ,p.ptltfu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦               ¦           ¦--dies                                        ,p.cfr.notx,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
     ¦               ¦           °--survives                                    ,1-p.cfr.notx,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
     ¦               °--no TB disease <1yr                                      ,1-p.tbdx.1yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦                   °--no TB outcomes                                      ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦                       ¦--dies                                            ,p.cfr.notb,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
     ¦                       °--survives                                        ,1-p.cfr.notb,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
     °--Child contact not screened                                              ,1-soc.frac.screened,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
